Wall time,Step,Value
1672195707.2979314,49,2.102564811706543
1672195736.9615865,99,2.163865566253662
1672195806.5619984,149,1.6449155807495117
1672195835.5163999,199,1.5602679252624512
1672195902.9870226,249,1.5718644857406616
1672195932.216206,299,1.6146323680877686
1672195996.8130653,349,1.4098691940307617
1672196024.1825347,399,1.493812084197998
1672196086.948338,449,1.2307780981063843
1672196114.6702971,499,1.4711174964904785
1672196175.6194355,549,1.3413678407669067
1672196203.046348,599,1.2116090059280396
1672196266.994255,649,1.1932953596115112
1672196293.7480087,699,1.2490792274475098
1672196358.1529996,749,1.1524585485458374
1672196387.5850635,799,1.4209445714950562
1672196454.4680824,849,1.0471972227096558
1672196479.0058768,899,1.1192268133163452
1672196542.5431263,949,1.7159461975097656
1672196569.2913427,999,1.4811365604400635
1672196632.7615807,1049,1.2219175100326538
1672196660.0250475,1099,1.1575767993927002
1672196724.2274716,1149,0.9300493597984314
1672196751.2118454,1199,1.1398965120315552
1672196808.4846265,1249,1.1742286682128906
1672196834.581013,1299,1.1204198598861694
1672196890.473886,1349,1.2794770002365112
1672196914.8994312,1399,1.3102290630340576
1672196966.9669654,1449,1.0074501037597656
1672196992.378378,1499,0.949146568775177
1672197043.4918911,1549,0.9282480478286743
1672197069.7629025,1599,1.006907343864441
1672197126.7149296,1649,0.8728097677230835
1672197148.9187722,1699,1.1490941047668457
1672197205.9730413,1749,0.88731449842453
1672197230.182062,1799,1.113614797592163
1672197288.781611,1849,1.0895651578903198
1672197313.441666,1899,1.1067222356796265
1672197369.5344446,1949,1.051522970199585
1672197392.7045705,1999,0.9871742725372314
1672197447.9997718,2049,0.8545035123825073
1672197470.903791,2099,0.8182820081710815
1672197527.3900983,2149,0.8058218359947205
1672197551.5801075,2199,0.7140242457389832
1672197608.8010974,2249,0.7446591258049011
1672197633.1886923,2299,0.9928702712059021
1672197690.5590796,2349,0.8916097283363342
1672197714.4939427,2399,0.9559699892997742
1672197772.620305,2449,0.6643437147140503
1672197795.9202316,2499,0.7031195163726807
1672197851.992152,2549,0.7904539704322815
1672197875.6113327,2599,0.8126184344291687
1672197932.9008508,2649,0.7641980051994324
1672197957.185736,2699,0.8060986995697021
1672198012.2377362,2749,0.6652388572692871
1672198035.969426,2799,0.9060017466545105
1672198091.1090531,2849,0.7613654136657715
1672198115.2134273,2899,1.0615180730819702
1672198173.212831,2949,0.6956527233123779
1672198197.078296,2999,0.7413083910942078
1672198252.4293928,3049,0.7515338063240051
1672198276.2184868,3099,0.6064489483833313
1672198332.993059,3149,0.6160420179367065
1672198357.532667,3199,0.599169909954071
1672198414.8712766,3249,0.6926529407501221
1672198438.3834891,3299,0.7271462082862854
1672198493.358229,3349,0.7086056470870972
1672198517.6173973,3399,0.6012832522392273
1672198574.5066276,3449,0.448470801115036
1672198599.0762188,3499,0.8677528500556946
1672198657.124312,3549,0.6405029296875
1672198680.8973672,3599,0.8903796076774597
1672198732.3875613,3649,0.49642765522003174
1672198756.600709,3699,0.737890899181366
1672198812.0838335,3749,0.4450615346431732
1672198834.9413524,3799,0.505230188369751
1672198892.0924702,3849,0.5693307518959045
1672198915.4510732,3899,0.6905524730682373
1672198973.6232142,3949,0.5762596726417542
1672198996.71461,3999,0.6156953573226929
1672199049.3977685,4049,0.5959351658821106
1672199074.2567775,4099,0.6840240955352783
1672199132.185253,4149,0.513347327709198
1672199155.9942803,4199,0.5759982466697693
1672199214.7258933,4249,0.5884540677070618
1672199239.166438,4299,0.5093339085578918
1672199295.3931663,4349,0.48656052350997925
1672199319.6890926,4399,0.4868123531341553
1672199376.480717,4449,0.5086331963539124
1672199400.380333,4499,0.48225435614585876
1672199456.3648765,4549,0.48022937774658203
1672199479.8531146,4599,0.5885416269302368
1672199535.4230042,4649,0.42367976903915405
1672199558.3189778,4699,0.5572657585144043
1672199613.8391366,4749,0.4955343008041382
1672199634.8739295,4799,0.618700385093689
1672199691.960199,4849,0.7166192531585693
1672199715.5356379,4899,0.4116310775279999
1672199770.6389601,4949,0.4845494031906128
1672199794.8025568,4999,0.44702044129371643
1672199853.6898627,5049,0.5630203485488892
1672199877.3160956,5099,0.4376887083053589
1672199930.0152202,5149,0.5068382024765015
1672199952.927954,5199,0.5684000849723816
1672200007.2201154,5249,0.5905013084411621
1672200031.0891128,5299,0.8607516884803772
1672200085.3599565,5349,0.45571067929267883
1672200108.94692,5399,0.5343589186668396
1672200166.0102506,5449,0.49450981616973877
1672200189.899391,5499,0.740748405456543
1672200242.2912462,5549,0.3738877773284912
1672200267.9136014,5599,0.4055377244949341
1672200326.644402,5649,0.2864256799221039
1672200350.0183198,5699,0.5606650710105896
1672200404.3133116,5749,0.5621605515480042
1672200428.551514,5799,0.510169267654419
1672200487.3301911,5849,0.39987629652023315
1672200511.6879983,5899,0.6310250163078308
1672200569.1602075,5949,0.5066303014755249
1672200593.3644714,5999,0.5825770497322083
1672200651.2016456,6049,0.5301830172538757
1672200675.1642702,6099,0.46311184763908386
1672200730.063021,6149,0.3370468020439148
1672200754.0224822,6199,0.6797208189964294
1672200811.9812953,6249,0.39950835704803467
1672200835.2598214,6299,0.4216654300689697
1672200892.1471956,6349,0.29155978560447693
1672200915.196284,6399,0.36781367659568787
1672200970.804963,6449,0.3371005356311798
1672200994.9343278,6499,0.6450748443603516
1672201051.4634993,6549,0.23685364425182343
1672201074.4813087,6599,0.26244696974754333
1672201133.9544945,6649,0.3536464273929596
1672201157.5769668,6699,0.3737099766731262
1672201213.9487383,6749,0.4274403750896454
1672201238.6058033,6799,0.4674079418182373
1672201295.4410224,6849,0.3372747600078583
1672201319.3232963,6899,0.43219199776649475
1672201374.9155369,6949,0.31194955110549927
1672201399.5328562,6999,0.36356693506240845
1672201455.0778584,7049,0.36947929859161377
1672201478.7075791,7099,0.35327500104904175
1672201531.6348171,7149,0.41612881422042847
1672201555.935228,7199,0.402317613363266
1672201613.6178117,7249,0.40406233072280884
1672201635.1184835,7299,0.31308087706565857
1672201689.4326699,7349,0.27615436911582947
1672201714.4161432,7399,0.3776673972606659
1672201772.7107584,7449,0.30687057971954346
1672201796.8813324,7499,0.3315315544605255
1672201851.9913914,7549,0.3060256242752075
1672201874.171754,7599,0.36723288893699646
1672201932.7089767,7649,0.37972334027290344
1672201956.6284964,7699,0.381747305393219
1672202012.8106549,7749,0.2941897213459015
1672202034.4658844,7799,0.360617995262146
1672202092.100278,7849,0.24170733988285065
1672202115.7219055,7899,0.521798312664032
1672202173.2523096,7949,0.29384565353393555
1672202197.3387175,7999,0.20331372320652008
1672202254.8525493,8049,0.3933478593826294
1672202278.497956,8099,0.3823259770870209
1672202331.0089068,8149,0.5867379903793335
1672202354.1445785,8199,0.40786051750183105
1672202411.0947666,8249,0.40116146206855774
1672202434.8248,8299,0.4081059992313385
1672202491.5877497,8349,0.33534419536590576
1672202514.8977532,8399,0.2928923964500427
1672202571.2829125,8449,0.26773402094841003
1672202596.0129988,8499,0.44765907526016235
1672202654.0578628,8549,0.31242790818214417
1672202676.6172442,8599,0.28061753511428833
1672202731.774661,8649,0.23068726062774658
1672202756.538308,8699,0.39924541115760803
1672202820.7664983,8749,0.40715229511260986
1672202846.8992164,8799,0.6507176160812378
1672202907.7352345,8849,0.4362737834453583
1672202934.5644374,8899,0.2752538025379181
1672202996.1147122,8949,0.36657363176345825
1672203022.508331,8999,0.38074949383735657
1672203075.9500473,9049,0.2683388590812683
1672203100.5256152,9099,0.3489631712436676
1672203156.8461287,9149,0.33549559116363525
1672203180.547182,9199,0.2929404377937317
1672203235.5728924,9249,0.322650283575058
1672203258.5092058,9299,0.20208369195461273
1672203311.3553383,9349,0.2563759684562683
1672203335.986123,9399,0.4469418227672577
1672203393.9941354,9449,0.24873609840869904
1672203418.5219994,9499,0.3080248534679413
1672203472.5283198,9549,0.2842180132865906
1672203497.3200421,9599,0.3985517919063568
1672203555.372896,9649,0.393917053937912
1672203576.9905987,9699,0.48553216457366943
1672203634.5151389,9749,0.31099194288253784
1672203658.1405034,9799,0.2180868685245514
1672203715.0431762,9849,0.2118063122034073
1672203738.9754999,9899,0.2201390564441681
1672203794.4523883,9949,0.37342676520347595
1672203814.8900526,9999,0.41429242491722107
1672203873.5970278,10049,0.24230223894119263
1672203896.0575476,10099,0.38897383213043213
1672203950.2389705,10149,0.41654151678085327
1672203974.3129492,10199,0.29931640625
1672204029.1872473,10249,0.3481961786746979
1672204053.113703,10299,0.3203366994857788
1672204108.9760814,10349,0.3434746265411377
1672204131.418189,10399,0.23862843215465546
1672204188.4866366,10449,0.250027060508728
1672204212.2913005,10499,0.3291878402233124
1672204270.26778,10549,0.2325255423784256
1672204292.503606,10599,0.24763092398643494
1672204350.1342955,10649,0.38997241854667664
1672204371.5669868,10699,0.5422589182853699
1672204430.6898513,10749,0.31720805168151855
1672204454.2992253,10799,0.3011457026004791
1672204510.7291842,10849,0.29831430315971375
1672204534.9576743,10899,0.34195560216903687
1672204590.9116428,10949,0.47208747267723083
1672204614.784342,10999,0.35212960839271545
1672204669.809432,11049,0.19698818027973175
1672204694.7409592,11099,0.3921692669391632
1672204749.5297935,11149,0.28747496008872986
1672204773.4245977,11199,0.2856692969799042
1672204830.0735083,11249,0.2169675976037979
1672204851.3397868,11299,0.2981794476509094
1672204904.1657388,11349,0.2856588363647461
1672204929.2853134,11399,0.34891489148139954
1672204984.7212627,11449,0.41351816058158875
1672205008.081975,11499,0.3430663049221039
1672205066.4246757,11549,0.28323227167129517
1672205089.7674267,11599,0.28095924854278564
1672205146.6840558,11649,0.3760240077972412
1672205170.2070518,11699,0.2924763262271881
1672205226.1547759,11749,0.37596285343170166
1672205249.1854458,11799,0.1937534362077713
1672205304.4904711,11849,0.32705211639404297
1672205327.44099,11899,0.30182528495788574
1672205382.4777822,11949,0.31669676303863525
1672205404.7670844,11999,0.3177339434623718
1672205460.9887416,12049,0.1967444270849228
1672205484.4065967,12099,0.46605056524276733
1672205541.7872164,12149,0.1996164619922638
1672205565.7095807,12199,0.32768118381500244
1672205621.6199408,12249,0.2665073573589325
1672205645.2517824,12299,0.3255092203617096
1672205703.4957232,12349,0.313962459564209
1672205726.975397,12399,0.3255369961261749
1672205783.4943316,12449,0.27835017442703247
1672205807.032017,12499,0.23787415027618408
1672205860.7149558,12549,0.35639268159866333
1672205885.280203,12599,0.42648112773895264
1672205943.2170982,12649,0.32472914457321167
1672205970.6224396,12699,0.4454178810119629
1672206028.7245505,12749,0.2126922756433487
1672206052.704047,12799,0.3690924644470215
1672206110.1606297,12849,0.30264928936958313
1672206133.6926005,12899,0.2708648145198822
1672206194.326789,12949,0.2712527811527252
1672206222.2445388,12999,0.2652682960033417
1672206285.7951488,13049,0.21832740306854248
1672206311.4870281,13099,0.3942643105983734
1672206377.3094313,13149,0.36237478256225586
1672206406.2621021,13199,0.3383813798427582
1672206466.0504582,13249,0.2560541331768036
1672206489.903602,13299,0.3692897856235504
